series,state,year,month,rate
LASST290000000000003,29,2007,10,5.4
LASST290000000000003,29,2007,11,5.5
LASST290000000000003,29,2007,12,5.4
LASST290000000000003,29,2008,01,5.4
LASST290000000000003,29,2008,02,5.5
LASST290000000000003,29,2008,03,5.5
LASST290000000000003,29,2008,04,5.7
LASST290000000000003,29,2008,05,5.8
LASST290000000000003,29,2008,06,6
LASST290000000000003,29,2008,07,6.2
LASST290000000000003,29,2008,08,6.4
LASST290000000000003,29,2008,09,6.6
LASST290000000000003,29,2008,10,6.9
LASST290000000000003,29,2008,11,7.3
LASST290000000000003,29,2008,12,7.7
LASST290000000000003,29,2009,01,8.2
LASST290000000000003,29,2009,02,8.6
LASST290000000000003,29,2009,03,8.9
LASST290000000000003,29,2009,04,9.2
LASST290000000000003,29,2009,05,9.3
LASST290000000000003,29,2009,06,9.5
LASST290000000000003,29,2009,07,9.6
LASST290000000000003,29,2009,08,9.6
LASST290000000000003,29,2009,09,9.7
LASST290000000000003,29,2009,10,9.7
LASST290000000000003,29,2009,11,9.7
LASST290000000000003,29,2009,12,9.8
LASST290000000000003,29,2010,01,9.8
LASST290000000000003,29,2010,02,9.8
LASST290000000000003,29,2010,03,9.7
LASST290000000000003,29,2010,04,9.7
LASST290000000000003,29,2010,05,9.6
LASST290000000000003,29,2010,06,9.5
LASST290000000000003,29,2010,07,9.4
LASST290000000000003,29,2010,08,9.4
LASST290000000000003,29,2010,09,9.4
LASST290000000000003,29,2010,10,9.4
LASST290000000000003,29,2010,11,9.4
LASST290000000000003,29,2010,12,9.2
LASST290000000000003,29,2011,01,9.1
LASST290000000000003,29,2011,02,8.9
LASST290000000000003,29,2011,03,8.7
LASST290000000000003,29,2011,04,8.6
LASST290000000000003,29,2011,05,8.5
LASST290000000000003,29,2011,06,8.4
LASST290000000000003,29,2011,07,8.3
LASST290000000000003,29,2011,08,8.2
LASST290000000000003,29,2011,09,8
LASST290000000000003,29,2011,10,7.8
LASST290000000000003,29,2011,11,7.6
LASST290000000000003,29,2011,12,7.4
LASST290000000000003,29,2012,01,7.2
LASST290000000000003,29,2012,02,7.1
LASST290000000000003,29,2012,03,7
LASST290000000000003,29,2012,04,6.9
LASST290000000000003,29,2012,05,6.9
LASST290000000000003,29,2012,06,6.8
LASST290000000000003,29,2012,07,6.8
LASST290000000000003,29,2012,08,6.7
LASST290000000000003,29,2012,09,6.7
LASST290000000000003,29,2012,10,6.7
LASST290000000000003,29,2012,11,6.7
LASST290000000000003,29,2012,12,6.7
LASST290000000000003,29,2013,01,6.6
LASST290000000000003,29,2013,02,6.6
LASST290000000000003,29,2013,03,6.6
LASST290000000000003,29,2013,04,6.6
LASST290000000000003,29,2013,05,6.6
LASST290000000000003,29,2013,06,6.6
LASST290000000000003,29,2013,07,6.5
LASST290000000000003,29,2013,08,6.4
LASST290000000000003,29,2013,09,6.3
LASST290000000000003,29,2013,10,6.3
LASST290000000000003,29,2013,11,6.3
LASST290000000000003,29,2013,12,6.3
LASST290000000000003,29,2014,01,6.4
LASST290000000000003,29,2014,02,6.4
LASST290000000000003,29,2014,03,6.4
LASST290000000000003,29,2014,04,6.3
LASST290000000000003,29,2014,05,6.1
LASST290000000000003,29,2014,06,6
LASST290000000000003,29,2014,07,5.8
LASST290000000000003,29,2014,08,5.7
LASST290000000000003,29,2014,09,5.6
LASST290000000000003,29,2014,10,5.5
LASST290000000000003,29,2014,11,5.5
LASST290000000000003,29,2014,12,5.4
LASST290000000000003,29,2015,01,5.5
LASST290000000000003,29,2015,02,5.5
LASST290000000000003,29,2015,03,5.6
LASST290000000000003,29,2015,04,5.7
LASST290000000000003,29,2015,05,5.8
LASST290000000000003,29,2015,06,5.8
LASST290000000000003,29,2015,07,5.8
LASST290000000000003,29,2015,08,5.6
LASST290000000000003,29,2015,09,5.3
LASST300000000000003,30,2006,01,3.8
LASST300000000000003,30,2006,02,3.7
LASST300000000000003,30,2006,03,3.7
LASST300000000000003,30,2006,04,3.6
LASST300000000000003,30,2006,05,3.6
LASST300000000000003,30,2006,06,3.5
LASST300000000000003,30,2006,07,3.5
LASST300000000000003,30,2006,08,3.4
LASST300000000000003,30,2006,09,3.4
LASST300000000000003,30,2006,10,3.3
LASST300000000000003,30,2006,11,3.1
LASST300000000000003,30,2006,12,3
LASST300000000000003,30,2007,01,2.9
LASST300000000000003,30,2007,02,2.9
LASST300000000000003,30,2007,03,3
LASST300000000000003,30,2007,04,3.1
LASST300000000000003,30,2007,05,3.3
LASST300000000000003,30,2007,06,3.5
LASST300000000000003,30,2007,07,3.7
LASST300000000000003,30,2007,08,3.9
LASST300000000000003,30,2007,09,4
LASST300000000000003,30,2007,10,4.1
LASST300000000000003,30,2007,11,4.2
LASST300000000000003,30,2007,12,4.2
LASST300000000000003,30,2008,01,4.3
LASST300000000000003,30,2008,02,4.4
LASST300000000000003,30,2008,03,4.5
LASST300000000000003,30,2008,04,4.6
LASST300000000000003,30,2008,05,4.8
LASST300000000000003,30,2008,06,4.9
LASST300000000000003,30,2008,07,5.1
LASST300000000000003,30,2008,08,5.3
LASST300000000000003,30,2008,09,5.5
LASST300000000000003,30,2008,10,5.7
LASST300000000000003,30,2008,11,6
LASST300000000000003,30,2008,12,6.3
LASST300000000000003,30,2009,01,6.6
LASST300000000000003,30,2009,02,6.8
LASST300000000000003,30,2009,03,6.9
LASST300000000000003,30,2009,04,7
LASST300000000000003,30,2009,05,7
LASST300000000000003,30,2009,06,6.9
LASST300000000000003,30,2009,07,6.9
LASST300000000000003,30,2009,08,6.9
LASST300000000000003,30,2009,09,6.9
LASST300000000000003,30,2009,10,7
LASST300000000000003,30,2009,11,7.1
LASST300000000000003,30,2009,12,7.2
LASST300000000000003,30,2010,01,7.3
LASST300000000000003,30,2010,02,7.4
LASST300000000000003,30,2010,03,7.4
LASST300000000000003,30,2010,04,7.4
LASST300000000000003,30,2010,05,7.3
LASST300000000000003,30,2010,06,7.3
LASST300000000000003,30,2010,07,7.2
LASST300000000000003,30,2010,08,7.2
LASST300000000000003,30,2010,09,7.2
LASST300000000000003,30,2010,10,7.2
LASST300000000000003,30,2010,11,7.3
LASST300000000000003,30,2010,12,7.3
LASST300000000000003,30,2011,01,7.3
LASST300000000000003,30,2011,02,7.3
LASST300000000000003,30,2011,03,7.2
LASST300000000000003,30,2011,04,7.1
LASST300000000000003,30,2011,05,7.1
LASST300000000000003,30,2011,06,7
LASST300000000000003,30,2011,07,7
LASST300000000000003,30,2011,08,6.9
LASST300000000000003,30,2011,09,6.8
LASST300000000000003,30,2011,10,6.6
LASST300000000000003,30,2011,11,6.5
LASST300000000000003,30,2011,12,6.4
LASST300000000000003,30,2012,01,6.3
LASST300000000000003,30,2012,02,6.2
LASST300000000000003,30,2012,03,6.1
LASST300000000000003,30,2012,04,6.1
LASST300000000000003,30,2012,05,6.1
LASST300000000000003,30,2012,06,6.1
LASST300000000000003,30,2012,07,6
LASST300000000000003,30,2012,08,5.9
LASST300000000000003,30,2012,09,5.9
LASST300000000000003,30,2012,10,5.8
LASST300000000000003,30,2012,11,5.7
LASST300000000000003,30,2012,12,5.6
LASST300000000000003,30,2013,01,5.5
LASST300000000000003,30,2013,02,5.5
LASST300000000000003,30,2013,03,5.4
LASST300000000000003,30,2013,04,5.4
LASST300000000000003,30,2013,05,5.4
LASST300000000000003,30,2013,06,5.4
LASST300000000000003,30,2013,07,5.4
LASST300000000000003,30,2013,08,5.3
LASST300000000000003,30,2013,09,5.3
LASST300000000000003,30,2013,10,5.3
LASST300000000000003,30,2013,11,5.2
LASST300000000000003,30,2013,12,5.1
LASST300000000000003,30,2014,01,5
LASST300000000000003,30,2014,02,4.9
LASST300000000000003,30,2014,03,4.8
LASST300000000000003,30,2014,04,4.7
LASST300000000000003,30,2014,05,4.7
LASST300000000000003,30,2014,06,4.7
LASST300000000000003,30,2014,07,4.6
LASST300000000000003,30,2014,08,4.6
LASST300000000000003,30,2014,09,4.6
LASST300000000000003,30,2014,10,4.6
LASST300000000000003,30,2014,11,4.6
LASST300000000000003,30,2014,12,4.5
LASST300000000000003,30,2015,01,4.4
LASST300000000000003,30,2015,02,4.3
LASST300000000000003,30,2015,03,4.2
LASST300000000000003,30,2015,04,4
LASST300000000000003,30,2015,05,3.9
LASST300000000000003,30,2015,06,3.9
LASST300000000000003,30,2015,07,4
LASST300000000000003,30,2015,08,4.2
LASST300000000000003,30,2015,09,4.1
LASST310000000000003,31,2006,01,3.4
LASST310000000000003,31,2006,02,3.2
LASST310000000000003,31,2006,03,3.1
LASST310000000000003,31,2006,04,3.1
LASST310000000000003,31,2006,05,3.1
LASST310000000000003,31,2006,06,3.1
LASST310000000000003,31,2006,07,3.1
LASST310000000000003,31,2006,08,3.1
LASST310000000000003,31,2006,09,3.1
LASST310000000000003,31,2006,10,3.1
LASST310000000000003,31,2006,11,3.1
LASST310000000000003,31,2006,12,3
LASST310000000000003,31,2007,01,3
LASST310000000000003,31,2007,02,2.9
LASST310000000000003,31,2007,03,2.9
LASST310000000000003,31,2007,04,2.9
LASST310000000000003,31,2007,05,3
LASST310000000000003,31,2007,06,3
LASST310000000000003,31,2007,07,3.1
LASST310000000000003,31,2007,08,3.1
LASST310000000000003,31,2007,09,3.1
LASST310000000000003,31,2007,10,3.1
LASST310000000000003,31,2007,11,3.1
LASST310000000000003,31,2007,12,3
LASST310000000000003,31,2008,01,3
LASST310000000000003,31,2008,02,3.1
LASST310000000000003,31,2008,03,3.1
LASST310000000000003,31,2008,04,3.1
LASST310000000000003,31,2008,05,3.2
LASST310000000000003,31,2008,06,3.3
LASST310000000000003,31,2008,07,3.3
LASST310000000000003,31,2008,08,3.4
LASST310000000000003,31,2008,09,3.5
LASST310000000000003,31,2008,10,3.6
LASST310000000000003,31,2008,11,3.8
LASST310000000000003,31,2008,12,3.9
LASST310000000000003,31,2009,01,4.1
LASST310000000000003,31,2009,02,4.3
LASST310000000000003,31,2009,03,4.5
LASST310000000000003,31,2009,04,4.6
LASST310000000000003,31,2009,05,4.7
LASST310000000000003,31,2009,06,4.8
LASST310000000000003,31,2009,07,4.8
LASST310000000000003,31,2009,08,4.8
LASST310000000000003,31,2009,09,4.8
LASST310000000000003,31,2009,10,4.8
LASST310000000000003,31,2009,11,4.8
LASST310000000000003,31,2009,12,4.8
LASST310000000000003,31,2010,01,4.8
LASST310000000000003,31,2010,02,4.8
LASST310000000000003,31,2010,03,4.8
LASST310000000000003,31,2010,04,4.7
LASST310000000000003,31,2010,05,4.7
LASST310000000000003,31,2010,06,4.6
LASST310000000000003,31,2010,07,4.5
LASST310000000000003,31,2010,08,4.5
LASST310000000000003,31,2010,09,4.5
LASST310000000000003,31,2010,10,4.5
LASST310000000000003,31,2010,11,4.5
LASST310000000000003,31,2010,12,4.5
LASST310000000000003,31,2011,01,4.5
LASST310000000000003,31,2011,02,4.5
LASST310000000000003,31,2011,03,4.4
LASST310000000000003,31,2011,04,4.4
LASST310000000000003,31,2011,05,4.4
LASST310000000000003,31,2011,06,4.3
LASST310000000000003,31,2011,07,4.3
LASST310000000000003,31,2011,08,4.3
LASST310000000000003,31,2011,09,4.3
LASST310000000000003,31,2011,10,4.3
LASST310000000000003,31,2011,11,4.2
LASST310000000000003,31,2011,12,4.1
LASST310000000000003,31,2012,01,4.1
LASST310000000000003,31,2012,02,4
LASST310000000000003,31,2012,03,4
LASST310000000000003,31,2012,04,3.9
LASST310000000000003,31,2012,05,3.9
LASST310000000000003,31,2012,06,3.9
LASST310000000000003,31,2012,07,3.9
LASST310000000000003,31,2012,08,3.9
LASST310000000000003,31,2012,09,3.9
LASST310000000000003,31,2012,10,3.9
LASST310000000000003,31,2012,11,3.9
LASST310000000000003,31,2012,12,3.9
LASST310000000000003,31,2013,01,3.9
LASST310000000000003,31,2013,02,3.9
LASST310000000000003,31,2013,03,3.8
LASST310000000000003,31,2013,04,3.8
LASST310000000000003,31,2013,05,3.8
LASST310000000000003,31,2013,06,3.8
LASST310000000000003,31,2013,07,3.7
LASST310000000000003,31,2013,08,3.7
LASST310000000000003,31,2013,09,3.6
LASST310000000000003,31,2013,10,3.6
LASST310000000000003,31,2013,11,3.5
LASST310000000000003,31,2013,12,3.5
LASST310000000000003,31,2014,01,3.5
LASST310000000000003,31,2014,02,3.5
LASST310000000000003,31,2014,03,3.4
LASST310000000000003,31,2014,04,3.4
LASST310000000000003,31,2014,05,3.4
LASST310000000000003,31,2014,06,3.3
LASST310000000000003,31,2014,07,3.3
LASST310000000000003,31,2014,08,3.2
LASST310000000000003,31,2014,09,3.2
LASST310000000000003,31,2014,10,3.1
LASST310000000000003,31,2014,11,3.1
LASST310000000000003,31,2014,12,3.1
LASST310000000000003,31,2015,01,2.9
LASST310000000000003,31,2015,02,2.7
LASST310000000000003,31,2015,03,2.6
LASST310000000000003,31,2015,04,2.5
LASST310000000000003,31,2015,05,2.6
LASST310000000000003,31,2015,06,2.6
LASST310000000000003,31,2015,07,2.7
LASST310000000000003,31,2015,08,2.8
LASST310000000000003,31,2015,09,2.9
LASST320000000000003,32,2006,01,3.9
LASST320000000000003,32,2006,02,3.9
LASST320000000000003,32,2006,03,3.9
LASST320000000000003,32,2006,04,4
LASST320000000000003,32,2006,05,4
LASST320000000000003,32,2006,06,4
LASST320000000000003,32,2006,07,4.1
LASST320000000000003,32,2006,08,4.1
LASST320000000000003,32,2006,09,4.1
LASST320000000000003,32,2006,10,4.1
LASST320000000000003,32,2006,11,4.1
LASST320000000000003,32,2006,12,4.1
LASST320000000000003,32,2007,01,4.1
LASST320000000000003,32,2007,02,4.1
LASST320000000000003,32,2007,03,4.2
LASST320000000000003,32,2007,04,4.2
LASST320000000000003,32,2007,05,4.3
LASST320000000000003,32,2007,06,4.4
LASST320000000000003,32,2007,07,4.5
LASST320000000000003,32,2007,08,4.6
LASST320000000000003,32,2007,09,4.7
LASST320000000000003,32,2007,10,4.8
LASST320000000000003,32,2007,11,4.9
LASST320000000000003,32,2007,12,5.1
LASST320000000000003,32,2008,01,5.2
LASST320000000000003,32,2008,02,5.4
LASST320000000000003,32,2008,03,5.5
LASST320000000000003,32,2008,04,5.8
LASST320000000000003,32,2008,05,6
LASST320000000000003,32,2008,06,6.3
LASST320000000000003,32,2008,07,6.6
LASST320000000000003,32,2008,08,7
LASST320000000000003,32,2008,09,7.4
LASST320000000000003,32,2008,10,7.9
LASST320000000000003,32,2008,11,8.5
LASST320000000000003,32,2008,12,9
LASST320000000000003,32,2009,01,9.6
LASST320000000000003,32,2009,02,10.1
LASST320000000000003,32,2009,03,10.5
LASST320000000000003,32,2009,04,10.8
LASST320000000000003,32,2009,05,11.2
LASST320000000000003,32,2009,06,11.5
LASST320000000000003,32,2009,07,11.7
LASST320000000000003,32,2009,08,12
LASST320000000000003,32,2009,09,12.2
LASST320000000000003,32,2009,10,12.4
LASST320000000000003,32,2009,11,12.6
LASST320000000000003,32,2009,12,12.8
LASST320000000000003,32,2010,01,13.1
LASST320000000000003,32,2010,02,13.3
LASST320000000000003,32,2010,03,13.4
LASST320000000000003,32,2010,04,13.5
LASST320000000000003,32,2010,05,13.6
LASST320000000000003,32,2010,06,13.6
LASST320000000000003,32,2010,07,13.6
LASST320000000000003,32,2010,08,13.6
LASST320000000000003,32,2010,09,13.7
LASST320000000000003,32,2010,10,13.7
LASST320000000000003,32,2010,11,13.7
LASST320000000000003,32,2010,12,13.6
LASST320000000000003,32,2011,01,13.6
LASST320000000000003,32,2011,02,13.4
LASST320000000000003,32,2011,03,13.3
LASST320000000000003,32,2011,04,13.3
LASST320000000000003,32,2011,05,13.2
LASST320000000000003,32,2011,06,13.2
LASST320000000000003,32,2011,07,13.1
LASST320000000000003,32,2011,08,13
LASST320000000000003,32,2011,09,12.9
LASST320000000000003,32,2011,10,12.7
LASST320000000000003,32,2011,11,12.5
LASST320000000000003,32,2011,12,12.3
LASST320000000000003,32,2012,01,12
LASST320000000000003,32,2012,02,11.8
LASST320000000000003,32,2012,03,11.6
LASST320000000000003,32,2012,04,11.5
LASST320000000000003,32,2012,05,11.4
LASST320000000000003,32,2012,06,11.2
LASST320000000000003,32,2012,07,11.1
LASST320000000000003,32,2012,08,10.9
LASST320000000000003,32,2012,09,10.7
LASST320000000000003,32,2012,10,10.6
LASST320000000000003,32,2012,11,10.5
LASST320000000000003,32,2012,12,10.3
LASST320000000000003,32,2013,01,10.2
LASST320000000000003,32,2013,02,10.1
LASST320000000000003,32,2013,03,9.9
LASST320000000000003,32,2013,04,9.8
LASST320000000000003,32,2013,05,9.7
LASST320000000000003,32,2013,06,9.5
LASST320000000000003,32,2013,07,9.4
LASST320000000000003,32,2013,08,9.2
LASST320000000000003,32,2013,09,9.1
LASST320000000000003,32,2013,10,8.9
LASST320000000000003,32,2013,11,8.7
LASST320000000000003,32,2013,12,8.6
LASST320000000000003,32,2014,01,8.5
LASST320000000000003,32,2014,02,8.4
LASST320000000000003,32,2014,03,8.2
LASST320000000000003,32,2014,04,8.1
LASST320000000000003,32,2014,05,7.9
LASST320000000000003,32,2014,06,7.8
LASST320000000000003,32,2014,07,7.6
LASST320000000000003,32,2014,08,7.5
LASST320000000000003,32,2014,09,7.3
LASST320000000000003,32,2014,10,7.2
LASST320000000000003,32,2014,11,7.1
LASST320000000000003,32,2014,12,7
LASST320000000000003,32,2015,01,7.1
LASST320000000000003,32,2015,02,7.1
LASST320000000000003,32,2015,03,7.1
LASST320000000000003,32,2015,04,7.1
LASST320000000000003,32,2015,05,7
LASST320000000000003,32,2015,06,6.9
LASST320000000000003,32,2015,07,6.8
LASST320000000000003,32,2015,08,6.8
LASST320000000000003,32,2015,09,6.7
LASST330000000000003,33,2006,01,3.4
LASST330000000000003,33,2006,02,3.3
LASST330000000000003,33,2006,03,3.3
LASST330000000000003,33,2006,04,3.3
LASST330000000000003,33,2006,05,3.3
LASST330000000000003,33,2006,06,3.4
LASST330000000000003,33,2006,07,3.4
LASST330000000000003,33,2006,08,3.5
LASST330000000000003,33,2006,09,3.6
LASST330000000000003,33,2006,10,3.6
LASST330000000000003,33,2006,11,3.6
LASST330000000000003,33,2006,12,3.6
LASST330000000000003,33,2007,01,3.6
LASST330000000000003,33,2007,02,3.6
LASST330000000000003,33,2007,03,3.6
LASST330000000000003,33,2007,04,3.6
LASST330000000000003,33,2007,05,3.5
LASST330000000000003,33,2007,06,3.5
LASST330000000000003,33,2007,07,3.5
LASST330000000000003,33,2007,08,3.5
LASST330000000000003,33,2007,09,3.5
LASST330000000000003,33,2007,10,3.5
LASST330000000000003,33,2007,11,3.5
LASST330000000000003,33,2007,12,3.5
LASST330000000000003,33,2008,01,3.5
LASST330000000000003,33,2008,02,3.6
LASST330000000000003,33,2008,03,3.6
LASST330000000000003,33,2008,04,3.6
LASST330000000000003,33,2008,05,3.6
LASST330000000000003,33,2008,06,3.7
LASST330000000000003,33,2008,07,3.7
LASST330000000000003,33,2008,08,3.8
LASST330000000000003,33,2008,09,4
LASST330000000000003,33,2008,10,4.2
LASST330000000000003,33,2008,11,4.5
LASST330000000000003,33,2008,12,4.8
LASST330000000000003,33,2009,01,5.3
LASST330000000000003,33,2009,02,5.7
LASST330000000000003,33,2009,03,6.1
LASST330000000000003,33,2009,04,6.3
LASST330000000000003,33,2009,05,6.5
LASST330000000000003,33,2009,06,6.6
LASST330000000000003,33,2009,07,6.6
LASST330000000000003,33,2009,08,6.5
LASST330000000000003,33,2009,09,6.5
LASST330000000000003,33,2009,10,6.4
LASST330000000000003,33,2009,11,6.4
LASST330000000000003,33,2009,12,6.3
LASST330000000000003,33,2010,01,6.3
LASST330000000000003,33,2010,02,6.2
LASST330000000000003,33,2010,03,6.1
LASST330000000000003,33,2010,04,6
LASST330000000000003,33,2010,05,5.8
LASST330000000000003,33,2010,06,5.8
LASST330000000000003,33,2010,07,5.7
LASST330000000000003,33,2010,08,5.7
LASST330000000000003,33,2010,09,5.7
LASST330000000000003,33,2010,10,5.6
LASST330000000000003,33,2010,11,5.6
LASST330000000000003,33,2010,12,5.5
LASST330000000000003,33,2011,01,5.4
LASST330000000000003,33,2011,02,5.3
LASST330000000000003,33,2011,03,5.3
LASST330000000000003,33,2011,04,5.3
LASST330000000000003,33,2011,05,5.3
LASST330000000000003,33,2011,06,5.4
LASST330000000000003,33,2011,07,5.4
LASST330000000000003,33,2011,08,5.5
LASST330000000000003,33,2011,09,5.5
LASST330000000000003,33,2011,10,5.5
LASST330000000000003,33,2011,11,5.5
LASST330000000000003,33,2011,12,5.4
LASST330000000000003,33,2012,01,5.4
LASST330000000000003,33,2012,02,5.4
LASST330000000000003,33,2012,03,5.4
LASST330000000000003,33,2012,04,5.4
LASST330000000000003,33,2012,05,5.5
LASST330000000000003,33,2012,06,5.5
LASST330000000000003,33,2012,07,5.6
LASST330000000000003,33,2012,08,5.6
LASST330000000000003,33,2012,09,5.6
LASST330000000000003,33,2012,10,5.6
LASST330000000000003,33,2012,11,5.5
LASST330000000000003,33,2012,12,5.5
LASST330000000000003,33,2013,01,5.4
LASST330000000000003,33,2013,02,5.4
LASST330000000000003,33,2013,03,5.3
LASST330000000000003,33,2013,04,5.2
LASST330000000000003,33,2013,05,5.1
LASST330000000000003,33,2013,06,5
LASST330000000000003,33,2013,07,5
LASST330000000000003,33,2013,08,5
LASST330000000000003,33,2013,09,4.9
LASST330000000000003,33,2013,10,4.9
LASST330000000000003,33,2013,11,4.8
LASST330000000000003,33,2013,12,4.7
LASST330000000000003,33,2014,01,4.6
LASST330000000000003,33,2014,02,4.6
LASST330000000000003,33,2014,03,4.5
LASST330000000000003,33,2014,04,4.5
LASST330000000000003,33,2014,05,4.4
LASST330000000000003,33,2014,06,4.3
LASST330000000000003,33,2014,07,4.3
LASST330000000000003,33,2014,08,4.2
LASST330000000000003,33,2014,09,4.1
LASST330000000000003,33,2014,10,4.1
LASST330000000000003,33,2014,11,4
LASST330000000000003,33,2014,12,4
LASST330000000000003,33,2015,01,4
LASST330000000000003,33,2015,02,3.9
LASST330000000000003,33,2015,03,3.9
LASST330000000000003,33,2015,04,3.8
LASST330000000000003,33,2015,05,3.8
LASST330000000000003,33,2015,06,3.8
LASST330000000000003,33,2015,07,3.7
LASST330000000000003,33,2015,08,3.6
LASST330000000000003,33,2015,09,3.4
LASST340000000000003,34,2006,01,4.9
LASST340000000000003,34,2006,02,4.9
LASST340000000000003,34,2006,03,4.9
LASST340000000000003,34,2006,04,4.9
LASST340000000000003,34,2006,05,4.9
LASST340000000000003,34,2006,06,4.9
LASST340000000000003,34,2006,07,4.8
LASST340000000000003,34,2006,08,4.7
LASST340000000000003,34,2006,09,4.6
LASST340000000000003,34,2006,10,4.5
LASST340000000000003,34,2006,11,4.4
LASST340000000000003,34,2006,12,4.3
LASST340000000000003,34,2007,01,4.2
LASST340000000000003,34,2007,02,4.2
LASST340000000000003,34,2007,03,4.2
LASST340000000000003,34,2007,04,4.2
LASST340000000000003,34,2007,05,4.2
LASST340000000000003,34,2007,06,4.3
LASST340000000000003,34,2007,07,4.3
LASST340000000000003,34,2007,08,4.3
LASST340000000000003,34,2007,09,4.4
LASST340000000000003,34,2007,10,4.4
LASST340000000000003,34,2007,11,4.5
LASST340000000000003,34,2007,12,4.6
LASST340000000000003,34,2008,01,4.6
LASST340000000000003,34,2008,02,4.7
LASST340000000000003,34,2008,03,4.7
LASST340000000000003,34,2008,04,4.8
LASST340000000000003,34,2008,05,5
LASST340000000000003,34,2008,06,5.1
LASST340000000000003,34,2008,07,5.3
LASST340000000000003,34,2008,08,5.5
LASST340000000000003,34,2008,09,5.8
LASST340000000000003,34,2008,10,6.1
LASST340000000000003,34,2008,11,6.5
LASST340000000000003,34,2008,12,7
LASST340000000000003,34,2009,01,7.5
LASST340000000000003,34,2009,02,8
LASST340000000000003,34,2009,03,8.5
LASST340000000000003,34,2009,04,8.8
LASST340000000000003,34,2009,05,9.1
LASST340000000000003,34,2009,06,9.3
LASST340000000000003,34,2009,07,9.5
LASST340000000000003,34,2009,08,9.6
LASST340000000000003,34,2009,09,9.7
LASST340000000000003,34,2009,10,9.8
LASST340000000000003,34,2009,11,9.8
LASST340000000000003,34,2009,12,9.8
LASST340000000000003,34,2010,01,9.8
LASST340000000000003,34,2010,02,9.7
LASST340000000000003,34,2010,03,9.6
LASST340000000000003,34,2010,04,9.5
LASST340000000000003,34,2010,05,9.5
LASST340000000000003,34,2010,06,9.4
LASST340000000000003,34,2010,07,9.4
LASST340000000000003,34,2010,08,9.4
LASST340000000000003,34,2010,09,9.4
LASST340000000000003,34,2010,10,9.4
LASST340000000000003,34,2010,11,9.5
LASST340000000000003,34,2010,12,9.4
LASST340000000000003,34,2011,01,9.4
LASST340000000000003,34,2011,02,9.4
LASST340000000000003,34,2011,03,9.4
LASST340000000000003,34,2011,04,9.3
LASST340000000000003,34,2011,05,9.3
LASST340000000000003,34,2011,06,9.3
LASST340000000000003,34,2011,07,9.3
LASST340000000000003,34,2011,08,9.3
LASST340000000000003,34,2011,09,9.3
LASST340000000000003,34,2011,10,9.2
LASST340000000000003,34,2011,11,9.2
LASST340000000000003,34,2011,12,9.1
LASST340000000000003,34,2012,01,9.1
LASST340000000000003,34,2012,02,9.2
LASST340000000000003,34,2012,03,9.2
LASST340000000000003,34,2012,04,9.3
LASST340000000000003,34,2012,05,9.3
LASST340000000000003,34,2012,06,9.3
LASST340000000000003,34,2012,07,9.3
LASST340000000000003,34,2012,08,9.3
LASST340000000000003,34,2012,09,9.2
LASST340000000000003,34,2012,10,9.2
LASST340000000000003,34,2012,11,9.1
LASST340000000000003,34,2012,12,9
LASST340000000000003,34,2013,01,8.8
LASST340000000000003,34,2013,02,8.7
LASST340000000000003,34,2013,03,8.5
LASST340000000000003,34,2013,04,8.4
LASST340000000000003,34,2013,05,8.2
LASST340000000000003,34,2013,06,8.1
LASST340000000000003,34,2013,07,8
LASST340000000000003,34,2013,08,7.9
LASST340000000000003,34,2013,09,7.7
LASST340000000000003,34,2013,10,7.5
LASST340000000000003,34,2013,11,7.3
LASST340000000000003,34,2013,12,7.2
LASST340000000000003,34,2014,01,7.1
LASST340000000000003,34,2014,02,7
LASST340000000000003,34,2014,03,6.8
LASST340000000000003,34,2014,04,6.7
LASST340000000000003,34,2014,05,6.6
LASST340000000000003,34,2014,06,6.5
LASST340000000000003,34,2014,07,6.5
LASST340000000000003,34,2014,08,6.4
LASST340000000000003,34,2014,09,6.4
LASST340000000000003,34,2014,10,6.4
LASST340000000000003,34,2014,11,6.3
LASST340000000000003,34,2014,12,6.3
LASST340000000000003,34,2015,01,6.3
LASST340000000000003,34,2015,02,6.4
LASST340000000000003,34,2015,03,6.5
LASST340000000000003,34,2015,04,6.5
LASST340000000000003,34,2015,05,6.5
LASST340000000000003,34,2015,06,6.1
LASST340000000000003,34,2015,07,5.9
LASST340000000000003,34,2015,08,5.7
LASST340000000000003,34,2015,09,5.6
LASST350000000000003,35,2006,01,4.3
LASST350000000000003,35,2006,02,4.2
LASST350000000000003,35,2006,03,4.1
LASST350000000000003,35,2006,04,4.1
LASST350000000000003,35,2006,05,4.1
LASST350000000000003,35,2006,06,4.1
LASST350000000000003,35,2006,07,4.2
LASST350000000000003,35,2006,08,4.2
LASST350000000000003,35,2006,09,4.1
LASST350000000000003,35,2006,10,4.1
LASST350000000000003,35,2006,11,4
LASST350000000000003,35,2006,12,3.9
LASST350000000000003,35,2007,01,3.8
LASST350000000000003,35,2007,02,3.8
LASST350000000000003,35,2007,03,3.7
LASST350000000000003,35,2007,04,3.7
LASST350000000000003,35,2007,05,3.7
LASST350000000000003,35,2007,06,3.7
LASST350000000000003,35,2007,07,3.7
LASST350000000000003,35,2007,08,3.7
LASST350000000000003,35,2007,09,3.8
LASST350000000000003,35,2007,10,3.8
LASST350000000000003,35,2007,11,3.9
